Molecule ChEMBL ID,SMILES,Standard Type,Standard Relation,Standard Value,Final Value(10^-6),log Pe,Result,Standard Units,Comment,Assay Description
CHEMBL5171299,CN(C)C(=O)c1ccc2cccccc1-2,permeability,'=',7.6,7.6,-5.119186408,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 by PAMPA assay
CHEMBL5194063,c1cc2ccc(CN3CCCCC3)ccc-2c1,permeability,'=',3.4,3.4,-5.468521083,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 by PAMPA assay
CHEMBL5207838,Cn1cc(C(=O)N2CCC(C(N)=O)CC2)c2ccccc21,permeability,'=',0.2,0.2,-6.698970004,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 by PAMPA assay
CHEMBL5191602,O=C(Nc1cc2cccccc-2c1)c1cccnc1,permeability,'=',4.8,4.8,-5.318758763,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 by PAMPA assay
CHEMBL5171464,Cn1c(NC(=O)Cn2ccccc2=O)cc2ccccc21,permeability,'=',3.3,3.3,-5.48148606,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 by PAMPA assay
CHEMBL5088522,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(S(C)(=O)=O)cn3)cc(OC(C)C)c2)n1)OCC,permeability,'=',445,44.5,-4.351639989,1,nm/s,,Permeability of compound at pH 7.4 by PAMPA assay
CHEMBL5078262,O=C1CCc2cccc(c2)OCCCC[C@@H](C(=O)NCc2ccccc2F)NC(=O)[C@H](CC(=O)N2CCC[C@@H]2c2ccccc2)N1,permeability,'=',206,20.6,-4.68613278,1,nm/s,,Permeability of compound by PAMPA
CHEMBL5088988,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)CO)c2)n1)OCC,permeability,'=',7,0.7,-6.15490196,1,nm/s,,Permeability of compound at pH 7.4 by PAMPA assay
CHEMBL4129930,CC1(C)c2cccc(C(N)=O)c2CN1c1cnc(C(F)(F)F)cn1,permeability,'=',17,17,-4.769551079,1,10^-6 cm/s,,Permeability of the compound by PAMPA
CHEMBL4632945,CC1(C)c2cc(Cl)ccc2C(=O)N1c1cncc(OC2CN(C(=O)c3ncccc3Cl)C2)c1,permeability,'=',3.32,3.32,-5.478861916,1,10^-6 cm/s,,Permeability of the compound measured at 18 hrs by PAMPA
CHEMBL3969113,O=C(NC1CC(F)(F)C1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,permeability,'=',12.1,12.1,-4.91721463,1,10^-6 cm/s,,Permeability of the compound by PAMPA assay
CHEMBL5182431,CC(C)C[C@@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,permeability,'=',40,40,-4.397940009,1,10^-6 cm/s,,Permeability of the compound at pH 5.5 by PAMPA
CHEMBL5089143,O=C(O)c1cccc2cc(CNC(=O)c3cnn4cccnc34)oc12,permeability,'=',7,0.7,-6.15490196,1,nm/s,,Permeability of the compound at pH 5.5 by PAMPA assay
CHEMBL5082150,O=C(O)c1ccc2oc(CNC(=O)c3cnn4cccnc34)cc2c1,permeability,'=',68,6.8,-5.167491087,1,nm/s,,Permeability of the compound at pH 5.5 by PAMPA assay
CHEMBL4237270,CCCCn1ccc(-c2ccc(S[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(C)c2)cc1=O,permeability,'<=',12,12,-4.920818754,1,ucm/s,,Permeability of the compound by PAMPA
CHEMBL4245479,CCCCn1cc(-c2ccc(S[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(C)c2)ccc1=O,permeability,'<=',12,12,-4.920818754,1,ucm/s,,Permeability of the compound by PAMPA
CHEMBL4436040,CN(C)CCCOc1cccc(CNC(=O)c2ccc(-c3ccncc3)cc2)c1,permeability,'=',2.47,2.47,-5.607303047,1,10^-6 cm/s,,Permeability of compound by PAMPA
CHEMBL4550282,COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccncn3)cc2N2CC[C@@H](CN)C2)c1,permeability,'=',1.4,1.4,-5.853871964,1,10^-6 cm/s,,Permeability of compound by PAMPA
CHEMBL4546647,Cc1c(N2CCN(C)CC2)ccc2c3c(c(=O)oc12)CN(C(=O)c1ccc(NS(C)(=O)=O)c(Cl)c1)CC3,Peff,'=',31.1,31.1,-4.507239611,1,10^-6 cm/s,,Effective permeability of compound at pH 7.4 by PAMPA
CHEMBL5184934,Cc1[nH]nc(-c2ccc(OCC(=O)O)cc2O)c1Oc1ccc(Cl)cc1Cl,permeability,'=',0.1,0.1,-7,1,10^-6 cm/s,,Permeability of the compound by PAMPA
CHEMBL5206045,Cc1cc2c(=O)c3cccc(Cl)c3oc2cc1N1CCC(C(=O)O)C1,permeability,'=',1.34,1.34,-5.872895202,1,10^-6 cm/s,,Permeability of the compound by PAMPA analysis
CHEMBL4436805,NC(=O)c1cc(-c2ccccc2)cc2c(C3CCN(S(=O)(=O)CCCN4CCCC4)CC3)c[nH]c12,permeability,'=',160,16,-4.795880017,1,nm/s,,Permeability of the compound by PAMPA
CHEMBL5277624,CCCCC(NC(=O)c1[nH]c2c(c1C)C(=O)CC(C)(C)C2)C(=O)Nc1ccccc1OC,permeability,'=',49.4,49.4,-4.306273051,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5285465,Cc1c(C(=O)N[C@@H](CCC2CC2)C(=O)Nc2ccccc2)[nH]c2c1C(=O)CC(C)(C)C2,permeability,'=',6.35,6.35,-5.197226275,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL4087545,O=C(c1cc(F)cc(Cl)c1)N1CCc2oc(-c3ccc(F)cn3)nc2C1,permeability,'=',37.1,37.1,-4.43062609,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 by PAMPA
CHEMBL4474552,CCN(c1cc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cc(F)c(F)c(C(=O)NC2(c3ncccn3)CC2)c1)S(C)(=O)=O,permeability,'=',731,73.1,-4.136082623,1,nm/s,,Permeability of the compound at pH 7.4 by PAMPA
CHEMBL5072734,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)[C@@H](c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,permeability,'<',1,1,-6,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5092040,CC1=C(C(=O)Nc2ccccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,permeability,'=',173.5,173.5,-3.760700521,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5073099,COc1ccccc1CNC(=O)C1=C(C)NC(Nc2nc3ccccc3o2)=NC1c1ccccc1Cl,permeability,'=',99.3,99.3,-4.003050752,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5085756,CC1=C(C(=O)NCc2ccccc2O)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,permeability,'<',19.3,19.3,-4.714442691,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5093808,CC1=C(C(=O)NCc2cccc(CO)c2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,permeability,'=',868.8,868.8,-3.061080188,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5089433,CC1=C(C(=O)NCc2cncs2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,permeability,'=',507.4,507.4,-3.294649537,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5079704,O=C(Nc1nncs1)C1=C(C(F)(F)F)NC(Nc2nc3ccccc3o2)=NC1c1ccccc1Cl,permeability,'=',715.1,715.1,-3.145633222,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5086860,CC1=C(C(=O)Nc2nncs2)C(c2ncccc2Cl)N=C(Nc2nc3ccccc3o2)N1,permeability,'=',695.3,695.3,-3.157827771,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5090430,CC1=C(C(=O)Nc2nncs2)C2(Cc3ccccc32)N=C(Nc2nc3ccccc3o2)N1,permeability,'=',190.9,190.9,-3.719194072,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL1413,Cc1cc(C2CCCCC2)n(O)c(=O)c1,permeability,'=',8.17,8.17,-5.087777943,1,10^-6 cm/s,,Permeability of the compound incubated for 10 hrs by PAMPA
CHEMBL2170606,CC(C)C(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,permeability,'>=',2,2,-5.698970004,1,ucm/s,,Permeability of the compound by PAMPA
CHEMBL2170623,CN(C)S(=O)(=O)c1ccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)cc1,permeability,'>=',2,2,-5.698970004,1,ucm/s,,Permeability of the compound by PAMPA
CHEMBL2170622,CNS(=O)(=O)c1ccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)cc1,permeability,'<',2,2,-5.698970004,1,ucm/s,,Permeability of the compound by PAMPA
CHEMBL2170616,Cc1cc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)nn1C,permeability,'<',2,2,-5.698970004,1,ucm/s,,Permeability of the compound by PAMPA
CHEMBL2170632,CS(=O)(=O)c1ccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)cc1,permeability,'<',2,2,-5.698970004,1,ucm/s,,Permeability of the compound by PAMPA
CHEMBL2170643,N=C(N)NC(=O)c1ccc(C2CCN(C(=O)c3ccc(F)cc3)CC2)c(C(F)(F)F)c1,permeability,'>=',2,2,-5.698970004,1,ucm/s,,Permeability of the compound by PAMPA
CHEMBL4211946,COc1ccc2c(c1)CCC[C@H]2CNc1cnccc1C(=O)O,permeability,'=',18.42,1.842,-5.734710374,1,nm/s,,Permeability of the compound by PAMPA
CHEMBL4454483,COc1ccccc1N1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,permeability,'=',0.34,0.34,-6.468521083,1,10^-6 cm/s,,Permeability of the compound by PAMPA
CHEMBL2335656,CC(C)=CCC12OC[C@@H]3[C@@H](COC(C)C)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,'=',123.2,123.2,-3.909389292,1,ucm/s,,Permeability of the compound at pH 7.4 by PAMPA
CHEMBL4741305,CC(=O)N[C@@H]1C[C@H](N(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3ccc(C(F)(F)F)cc23)C1=O,permeability,'=',557,55.7,-4.254144805,1,nm/s,,Permeability of the compound at pH 7.4 after 4 hrs by PAMPA
CHEMBL4742683,CC(=O)N[C@@H]1C[C@H](NC(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3ccc(C(F)(F)F)cc23)C1=O,permeability,'=',208,20.8,-4.681936665,1,nm/s,,Permeability of the compound at pH 7.4 after 4 hrs by PAMPA
CHEMBL4757857,CN[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(C(C)(C)C)n3)C2=O)[C@H](NC(C)=O)C1,permeability,'=',30,3,-5.522878745,1,nm/s,,Permeability of the compound at pH 7.4 after 4 hrs by PAMPA
CHEMBL583242,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2ccc(C)cc2n1,permeability,'=',0.3,0.3,-6.522878745,1,10^-6 cm/s,,Membrane permeability by PAMPA
CHEMBL569099,CN(C)Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,permeability,'=',0.4,0.4,-6.397940009,1,10^-6 cm/s,,Membrane permeability by PAMPA
CHEMBL1324,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Papp,'=',18,18,-4.744727495,1,ucm/s,,Apparent permeability by PAMPA method
CHEMBL569102,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccccc2n1,permeability,'=',4.2,4.2,-5.37675071,1,10^-6 cm/s,,Membrane permeability by PAMPA
CHEMBL4473469,NC(=O)c1cc(-c2ccccc2)cc2c(C3CCN(S(=O)(=O)CCN4CCOCC4)CC3)c[nH]c12,permeability,'=',310,31,-4.508638306,1,nm/s,,Permeability of the compound by PAMPA
CHEMBL4564744,NC(=O)c1cc(-c2ccc(F)cc2)cc2c(C3CCS(=O)(=O)CC3)c[nH]c12,permeability,'=',280,28,-4.552841969,1,nm/s,,Permeability of the compound by PAMPA
CHEMBL4588929,COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccnc(NCCCO)c3)cc2)c1,permeability,'=',9.2,9.2,-5.036212173,1,10^-6 cm/s,,Permeability of compound by PAMPA
CHEMBL4534641,Cc1c(N2CCN(C)CC2)ccc2c3c(c(=O)oc12)CN(C(=O)c1ccc2c(c1)CS(=O)(=O)N2)CC3.O=C(O)C(F)(F)F,Peff,'<',0.1,0.1,-7,1,10^-6 cm/s,,Effective permeability of compound at pH 7.4 by PAMPA
CHEMBL4164423,Cc1cnc(Oc2ccc3nc(COc4cccc(C(=O)O)c4)n(C)c3c2)c(C)c1,Papp,'=',13,13,-4.886056648,1,ucm/s,,Apparent permeability of the compound after 4 hrs by PAMPA
CHEMBL4161332,Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3ccc(Cl)c(F)c3)nc21,Papp,'=',25.6,25.6,-4.591760035,1,ucm/s,,Apparent permeability of the compound after 4 hrs by PAMPA
CHEMBL4173064,Cc1ccc(Oc2ccc3nc(COc4cccc(C(=O)O)c4)n(C)c3n2)cc1F,Papp,'=',14.8,14.8,-4.829738285,1,ucm/s,,Apparent permeability of the compound after 4 hrs by PAMPA
CHEMBL4170351,Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3cccc(Cl)n3)cc21,Papp,'=',7.6,7.6,-5.119186408,1,ucm/s,,Apparent permeability of the compound after 4 hrs by PAMPA
CHEMBL4167731,Cc1cc(Cl)cnc1Oc1ccc2nc(COc3cccc(C(=O)O)c3)n(C)c2c1,Papp,'=',13.7,13.7,-4.863279433,1,ucm/s,,Apparent permeability of the compound after 4 hrs by PAMPA
CHEMBL4218735,CC(=O)N1c2ccc(C3=CCNCC3)cc2N(Cc2ccccc2CO)C[C@@H]1C1CC1,permeability,'=',110,11,-4.958607315,1,nm/s,,Permeability of the compound by PAMPA
CHEMBL4177130,CCCN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,permeability,'=',26.5,2.65,-5.576754126,1,nm/s,,Permeability of compound at pH 7.4 by PAMPA
CHEMBL4173977,CN(C[C@H]1Cc2c(cccc2N2CCN3CCC[C@H]3C2)CN1)[C@H]1CCCc2cccnc21,permeability,'=',167,16.7,-4.777283529,1,nm/s,,Permeability of compound at pH 7.4 by PAMPA
CHEMBL3759774,COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N3CCC3)cc21,permeability,'=',665,66.5,-4.177178355,1,nm/s,,Permeability of the compound at pH 7.4 by PAMPA
CHEMBL4465428,Cl.O=S(=O)(/C=C/c1ncccc1F)c1ccc(OCCCN2CCOCC2)cc1,Peff,'=',15.63,15630000,1.193958978,1,cm/s,,Effective permeability of the compound after 4 hrs by PAMPA
CHEMBL3298228,COc1cccc2nc(O)nc(NCC(C)(C)c3ccccc3)c12,permeability,'=',816,81.6,-4.088309841,1,nm/s,,Permeability of the compound by PAMPA
CHEMBL1082081,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)OC(C)(C)C,permeability,'=',11.6,11.6,-4.935542011,1,10^-6 cm/s,,Permeability across PAMPA membrane 
CHEMBL5595801,N#CC1(NC(=O)[C@H](CC2CCCCC2)NC(=O)C2CCOCC2)CC1,permeability,'=',0.1,0.1,-7,1,10^-6 cm/s,,Permeability of compound measured after 7 hrs by PAMPA
CHEMBL153239,N#C[C@H](CCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1,permeability,'=',6,6,-5.22184875,1,10^-6 cm/s,,Permeability of compound measured after 7 hrs by PAMPA
CHEMBL4459083,NCc1cccc(C2CCN(C(=O)/C=C/c3ccc(O)c(O)c3)CC2)c1,Peff,'=',0.01,0.01,-8,0,10^-6 cm/s,,Effective permeability from apical to basolateral side in PAMPA method
CHEMBL5407219,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccnc(C)c4)c(=O)oc3c2C)OC1(C)C,Peff,'=',0.349,0.349,-6.457174573,1,10^-6 cm/s,,Effective permeability of compound by PAMPA assay
CHEMBL1204015,CN(C)CCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1.Cl,permeability,'=',0.03,0.03,-7.522878745,1,10^-6 cm/s,,Membrane permeability at pH 7.4 by PAMPA assay
CHEMBL4876783,NS(=O)(=O)c1ccc(Cc2c(-c3ccc(F)c(OC4CC4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1F,permeability,'=',5.8,5.8,-5.236572006,1,10^-6 cm/s,,Permeability of compound by PAMPA
CHEMBL4638062,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc3[nH]c(C)nc23)c1=O,permeability,'=',24,2.4,-5.619788758,1,nm/s,,Artificial membrane permeability by PAMPA method
CHEMBL4634311,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc3cc[nH]c23)c1=O,permeability,'=',480,48,-4.318758763,1,nm/s,,Artificial membrane permeability by PAMPA method
CHEMBL4643238,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2nccc3[nH]ccc23)c1=O,permeability,'=',7,0.7,-6.15490196,1,nm/s,,Artificial membrane permeability by PAMPA method
CHEMBL4638747,CNC(=O)c1cc(C(=O)NC2CCC2)cn(Cc2ccccc2)c1=O,permeability,'=',427,42.7,-4.369572125,1,nm/s,,Artificial membrane permeability by PAMPA method
CHEMBL4644310,CNC(=O)c1cc(C(=O)NC2CC2)cn([C@H](C)c2ccccc2)c1=O,permeability,'=',300,30,-4.522878745,1,nm/s,,Artificial membrane permeability by PAMPA method
CHEMBL4644967,CNC(=O)c1cc(C(=O)NC2CC2)cn(CC2CCCOC2)c1=O,permeability,'=',22,2.2,-5.657577319,1,nm/s,,Artificial membrane permeability by PAMPA method
CHEMBL4640428,COc1c(S(C)(=O)=O)ccc(O[C@@H](C)C(F)(F)F)c1C(=O)N1CC(c2ncc(C(F)(F)F)cc2Cl)C1,permeability,'=',35,35,-4.455931956,1,10^-6 cm/s,,Permeability of compound by PAMPA
CHEMBL4745247,Cc1ccc(S(=O)(=O)Nc2ncc(-c3cccc([N+](=O)[O-])c3)s2)cc1,permeability,'=',8.9,8.9,-5.050609993,1,10^-6 cm/s,,Permeability of compound at pH 7.4 by PAMPA assay
CHEMBL5287433,Cc1ccc(NC(=O)[C@@H](CCC2CC2)NC(=O)c2[nH]c3c(c2C)C(=O)CC(C)(C)C3)cn1,permeability,'=',9.64,9.64,-5.015922966,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5184875,O=c1c2ccc(N3CCCC3)cc2oc2c(F)cccc12,permeability,'=',0.95,0.95,-6.022276395,1,10^-6 cm/s,,Permeability of the compound by PAMPA analysis
CHEMBL5197856,O=C(O)c1cc2c(=O)c3cccc(Cl)c3oc2cc1N1CCCC1,permeability,'=',8.64,8.64,-5.063486258,1,10^-6 cm/s,,Permeability of the compound by PAMPA analysis
CHEMBL4750881,CN1CCNC(=O)COc2ccc(F)cc2C(=O)N2CCCC[C@H]2c2cc3nc(N4CCC4)cc1n3n2,permeability,'=',80,80,-4.096910013,1,10^-6 cm/s,,Permeability of compound incubated for 4 hrs by PAMPA assay
CHEMBL4763114,CCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2,permeability,'=',72.41,72.41,-4.140201453,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 by PAMPA
CHEMBL4793342,CCOc1nc(OCCOC)nc2c1CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,permeability,'=',77.26,77.26,-4.112045296,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 by PAMPA
CHEMBL4089628,CC(C)OC(=O)N1CCC(n2nnc3cc(-c4cc(F)c(C(=O)N5CCCC5)cc4F)ncc32)CC1,permeability,'=',97,97,-4.013228266,1,10^-6 cm/s,,Permeability of the compound at pH 6.2 by PAMPA
CHEMBL5073924,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccc(N3CCCC3)cc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,permeability,'<',1,1,-6,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5090611,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccc(-c3ccc(C(F)(F)F)cc3)cc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,permeability,'=',6.6,6.6,-5.180456064,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5091860,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Br)N=C(Nc2nc3ccc(F)cc3o2)N1,permeability,'<',10,10,-5,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5092901,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccc(C)cc2Cl)N=C(Nc2nc3cccc(N)c3o2)N1,permeability,'<',1,1,-6,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5086925,COc1ccc(C2N=C(Nc3nc4cccc(N)c4o3)NC(C)=C2C(=O)Nc2cc(C(=O)O)ccn2)c(Cl)c1,permeability,'<',1,1,-6,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5091212,CC1=C(C(=O)Nc2nnc(-c3cccnc3)s2)C(c2ccccc2Cl)N=C(Nc2nc3cc(C)ccc3o2)N1,permeability,'<',1.5,1.5,-5.823908741,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5081701,CC1=C(C(=O)NCc2cnn(C)c2)C(c2ccc(C)cc2Cl)N=C(Nc2nc3cccnc3o2)N1,permeability,'=',355.44,355.44,-3.4492337,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5078414,CC1=C(C(=O)NCc2cnn(Cc3ccccc3)c2)C(c2ccc(C)cc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,permeability,'=',159,159,-3.798602876,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5083535,CC1=C(C(=O)NCc2cnn(C(C)(C)C)c2)C(c2ccc(C)cc2Cl)N=C(Nc2nc3ccc(F)c(N)c3o2)N1,permeability,'=',553.2,553.2,-3.257117829,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL5082564,CC1=C(C(=O)Nc2cccnc2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,permeability,'=',513,513,-3.289882635,1,10^-6 cm/s,,Permeability of compound by PAMPA assay
CHEMBL4286927,Oc1ccc(Cl)c(Nc2nc(SCCN3CCOCC3)nc3c2cnn3CC(Cl)c2ccccc2)c1,Papp,'=',9.74,9.74,-5.011441043,1,ucm/s,,Apparent permeability of the compound after 5 hrs by PAMPA
CHEMBL4290337,CC(Cn1ncc2c(Nc3cccc(O)c3)nc(NCCO)nc21)c1ccccc1,Papp,'=',0.2,0.2,-6.698970004,1,ucm/s,,Apparent permeability of the compound after 5 hrs by PAMPA
CHEMBL3527426,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)NCC[C@]314,Peff,'=',0.9,0.9,-6.045757491,1,ucm/s,,Passive membrane permeability by LC-MS/MS analysis based PAMPA
CHEMBL1201776,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,Peff,'=',13.6,13.6,-4.866461092,1,ucm/s,,Passive membrane permeability by LC-MS/MS analysis based PAMPA
CHEMBL4550731,CCOC(=O)[C@@]1(c2ccccc2)CCC=C[C@@H]1N(C)C,Peff,'=',31.6,31.6,-4.500312917,1,ucm/s,,Passive membrane permeability by LC-MS/MS analysis based PAMPA
CHEMBL658,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,Peff,'=',37.9,37.9,-4.42136079,1,ucm/s,,Passive membrane permeability by LC-MS/MS analysis based PAMPA
CHEMBL4092609,COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(N2CCC(=O)NC2=O)cc1C(C)(C)C,permeability,'=',0.92,0.92,-6.036212173,1,ucm/s,,Passive permeability of the compound by PAMPA
CHEMBL4461840,COc1cccc(C(=O)NCCNC(=O)[C@H](CC(=O)NC(C)(C)C)NS(=O)(=O)c2ccc(C)cc2)c1,permeability,'=',159,15.9,-4.798602876,1,nm/s,,Permeability of the compound at pH 7.4 by PAMPA
CHEMBL4471859,Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(N3CCCC3)n2)cc1,permeability,'=',4.6,46,-4.337242168,1,10'-5 cm/s,,Permeability of compound by PAMPA
CHEMBL71263,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,permeability,'=',182,18.2,-4.739928612,1,nm/s,,Permeability of the compound at pH 5.5 by PAMPA assay
CHEMBL3359111,O=[N+]([O-])c1cc(Cl)ccc1Sc1ccccc1Br,Peff,'=',1.898,1.898,-5.721703792,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 by PAMPA
CHEMBL3947458,CC(C)c1nc2ccc(Cl)cc2c(-c2ccccc2)c1C(=O)O,permeability,'=',1.96,1.96,-5.707743929,1,10^-6 cm/s,,Permeability of the compound by PAMPA
CHEMBL3804921,CC(=O)Nc1ccc(-c2ccc(NCC(=O)Nc3ccc(CN4CCNCC4)c(C(F)(F)F)c3)cc2)cn1,permeability,'=',1.13,1.13,-5.946921557,1,ucm/s,,Permeability of compound by PAMPA
CHEMBL3417745,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CCC2(CCNCC2)C1,permeability,'=',0.007,0.0007,-9.15490196,0,nm/s,,Permeability of the compound by PAMPA
CHEMBL3417767,COc1ccc(C(=O)Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCC4(CCNCC4)C3)cc2)cc1,permeability,'=',0.002,0.0002,-9.698970004,0,nm/s,,Permeability of the compound by PAMPA
CHEMBL3578216,COc1ccc(-c2nn(CC(Cl)c3ccccc3)c3ncnc(N)c23)cc1,Papp,'=',17.5,17.5,-4.756961951,1,10^-6 cm/s,,Permeability of the compound by PAMPA-LC-UV analysis
CHEMBL3578213,Nc1ncnc2c1c(-c1ccc(F)cc1)nn2CC(Cl)c1ccccc1,Papp,'=',16.5,16.5,-4.782516056,1,10^-6 cm/s,,Permeability of the compound by PAMPA-LC-UV analysis
CHEMBL4444494,C#Cc1cccc(C(=O)NCCNC(=O)[C@H](CC(=O)NC(C)(C)C)NS(=O)(=O)c2ccc(C)cc2)c1,permeability,'=',203,20.3,-4.692503962,1,nm/s,,Permeability of the compound at pH 7.4 by PAMPA
CHEMBL1078240,CCOc1cc(CN2CCC(Nc3nc4cc(Cl)c(S(N)(=O)=O)cc4o3)CC2)ccc1OC,permeability,'=',1.1,1.1,-5.958607315,1,10^-6 cm/s,,sPermeability by PAMPA
